Category/tQuestion	Choice-1	Choice-2	Choice-3	Choice-4	Answer
Animals	How do wolves mark their territory?	By urinating	By defecating	By rubbing against objects	All of these	All of these
Animals	What actor directed and starred in the popular 1990 movie Dances with Wolves?	Sean Connery	Kevin Costner	Mel Gibson	Harrison Ford	Kevin Costner
Animals	What is the largest wolf species on the planet as well as the largest wild representative of the Canidae family?	Grey wolf	Polar wolf	Black wolf	Red wolf	Grey wolf
Animals	Wolf pups are usually born with irises of this color, which changes with time.	Black	Golden	Green	Blue	Blue
Animals	What animal is considered the major enemy of the wolf in the wild, apart from humans?	Bear	Other wolves	Eagle	None of these	Other wolves
Animals	What type of wolf is White Fang from Jack Londons popular novel White Fang?	Grey wolf	White wolf	Wolf hybrid	Red wolf	Wolf hybrid
Animals	Wolves do not wag their tails as dogs do when they are happy.	False	True			False
Animals	In what European city is the popular bronze statue Capitoline Wolf located?	Madrid	Paris	London	Rome	Rome
Animals	What animals do wolves generally prefer to feed on?	Rodents	Birds	Fish	Ungulates	Ungulates
Animals	To what continent is the unique Maned Wolf endemic?	Asia	Africa	South America	Europe	South America
Animals	Which animals have the most unique species endemic to Australia?	Amphibians	Mammals	Insects	Reptiles	Amphibians
Animals	Which of these statements about the Australian fauna is true?	Australia is the only continent that has more venomous than non-venomous snake species	Two of the five known species of monotremes live in Australia	All of these	Placental mammals are relatively rare in Australia	All of these
Animals	What animal is the largest macropod and one of Australias heraldic animals?	Pademelon	Red kangaroo	Grey kangaroo	Quokka	Red kangaroo
Animals	What kind of animal is the Spotted wobbegong?	Fish	Reptile	Amphibian	Marsupial	Fish
Animals	What is the common name of the Quoll, a carnivorous marsupial native to Australia and Papua New Guinea?	Native cat	Native rat	Native fox	Native dog	Native cat
Animals	Which of these areas is the Black Salamander endemic to?	Hawaii	United States	Australia	India	United States
Animals	Which of these statements is true about the Western black widow spider?	The female always eats the male after mating.	It is extremely venomous.	It is native to Madagascar.	All of these	It is extremely venomous.
Animals	What type of food does the Lesser Vasa Parrot, also known as Black Parrot, feed on?	Fruit	Insects	All of these	Carrion	Fruit
Animals	How did the Black Mamba snake get its name?	Because of its color	Because its eggs are black	Because its mouth is black	Because its venom is black	Because its mouth is black
Animals	Which of these names refers to the Asian black bear, a close relative of the American black bear?	Himalayan black bear	All of these	Tibetan black bear	Moon bear	All of these
Animals	The Black wolf is actually a color variant of which wolf species?	White wolf	None of these	Brown wolf	Grey wolf	Grey wolf
Animals	The name Lumbriculus variegatus, or blackworm, refers to a few worm species. In what way do they reproduce?	By parthenogenesis	With eggs	All of these	By regeneration	By regeneration
Animals	Which of these statements is true about the Black dog, a ghost-like creature popular in the folklores of the British Isles?	It is believed to appear at night.	It is associated with the Devil.	It is considered a portent of death.	All of these	All of these
Animals	Which of these statements is true about the Black garden ant?	Each colony has only one queen.	It is found in Europe.	All of these	It is found in North America and Asia.	All of these
Animals	Which of these statements is true about the Black Iberian Pig?	It is indigenous to the Mediterranean.	It is a rodent.	All of these	It is not actually black.	It is indigenous to the Mediterranean.
Animals	What animal is is the only strictly-marine herbivorous mammal in the world?	Dugong	All of these	Sea pig	Sea cow	All of these
Animals	This animal is considered a marine mammal because it lives on the sea ice most of the year.	Polar bear	All of these	Walrus	Polar fox	Polar bear
Animals	The Hooded Seal is a marine mammal that populates this geographic area.	North and northeast Pacific	All of these	Central and western North Atlantic	North Indian Ocean	Central and western North Atlantic
Animals	This animal is the heaviest member of its family, and also one of the smallest marine mammals.	Sea pig	Sea otter	Polar mouse	None of these	Sea otter
Animals	Which of these marine mammals matches the description: Very large body, has tusks and whiskers?	Tusked seal	Elephant seal	Walrus	Polar bear	Walrus
Animals	The Humpback Whale, one of the largest marine mammals, feeds in this season.	Spring and winter	Winter	Summer	Fall	Summer
Animals	This extraordinary marine mammal is often considered a whale, but it is actually a dolphin.	All of these	Killer Whale	Blackfish	Seawolf	All of these
Animals	Dolphins are considered some of the most intelligent animals on the planet. How are they classified according to their diet?	They are specialized eaters.	They are carnivores.	They are herbivores.	They are omnivores.	They are carnivores.
Animals	This marine mammal is known as the pilot whale, but it is not actually a whale. What type of animal is it?	Walrus	Seal	Dolphin	Otter	Dolphin
Animals	Which of these animals are among the many marine mammals that use songs for the purposes of communication?	All of these	Blue Whale	Humpback whale	Beluga	All of these
Animals	Translated in English, what does the name of the chinchilla mean?	Little Chilean	Little Chincha	Little Chile	Of Chincha	Little Chincha
Animals	The natural habitat of the Chinchilla is this region in South America.	Tierra del Fuego	The Atacama Desert	The Amazon River basin	The Andes	The Andes
Animals	Which is the wrong statement about chinchilla breeding?	Chinchilla litters predominately consist of twins.	Chinchillas can breed any time of the year.	Little chinchillas are born furred and with eyes open.	Chinchillas have a 45-day gestation period.	Chinchillas have a 45-day gestation period.
Animals	Chinchillas have a wide range of hearing - 5 Hz to 60 kHz	True	False			False
Animals	To which chinchilla species do most of the domestic chinchillas belong?	None of these	Chinchilla lanigera	Giant Chinchilla	Chinchilla brevicaudata	Chinchilla lanigera
Animals	Chinchillas are great pets for children - they are animals of very friendly nature and love to be held.	False	True			False
Animals	In nature, chinchillas can be found in only one color. Which one is it?	Grey	Black	Brown	Beige	Grey
Animals	Chinchillas should be bathed with warm water at least once a week.	False	True			False
Animals	Which of the following should be avoided in the pet chinchillas diet?	Fresh vegetables	Hay	Water	Raisin	Fresh vegetables
Animals	Which of these physiological features does the chinchilla lack?	The ability to sweat	The ability to sneeze	The ability to jump	The ability to swallow	The ability to sweat
Animals	Name the two types of Chinese Crested dogs.	Water and Runner	Hairless and Hound	Sporty and Spotted	Hairless and Powderpuff	Hairless and Powderpuff
Animals	The two types of Chinese Crested dogs are born in separate litters, they cannot come from the same litter.	False	True			False
Animals	Which breed group does the Chinese Crested dog belong to?	Sporting	Hound	Toy	Non-Sprint	Toy
Animals	The Chinese Crested dog does not require much exercise.	False	True			True
Animals	Which of the following behaviors is not typical for the Chinese Crested dog?	Pant to keep cool	Bark	Lift a leg to urinate	Wag their tail when happy	Pant to keep cool
Animals	The Chinese Crested dog is very timid.	True	False			False
Animals	A Chinese Crested dogs ears are not cropped.	False	True			True
Animals	The origin of the Chinese Crested dog is unknown, but according to some sources it may have come from which of these places?	Canada and USA	Thailand and Egypt	Mexico and Africa	Japan and China	Mexico and Africa
Animals	Chinese Crested dogs are very suspicious of strangers and can make very good watchdogs.	False	True			True
Animals	A hairless Chinese Crested dog needs to be protected from which of the following?	Sunburn	Winter Wind	Dry Skin	All of these	All of these
Animals	What term is commonly used to denote a group of foxes?	Earth	Troop	All of these	Skulk	All of these
Animals	What is the meaning the word which stands for fox in many languages?	Fur	Nose	Cunning	Tail	Tail
Animals	How are most foxes generally classified according to their diet?	Omnivores	Specialized eaters	Insectivores	Carnivores	Omnivores
Animals	Which of these names refers to the Crab-eating Fox, a medium-sized fox found in the central part of South America?	Forest Fox	Wood Fox	Common Fox	All of these	All of these
Animals	What fox species is considered to be the smallest on the planet?	Short-Tailed Fox	Fennec Fox	Island Fox	Coast Fox	Fennec Fox
Animals	What notable feature does the Fennec Fox possess, that makes it easily recognizable?	It has no tail	Bluish fur	Very large ears	Red eyes	Very large ears
Animals	Which of these names belongs to the fox species that is the second smallest fox species in the world, slightly smaller than a domestic cat?	Short-Tailed Fox	All of these	Coast Fox	California Channel Island Fox	All of these
Animals	According to Chinese mythology, what shape do fox spirits known as huli jing take in the real world?	Cats	Children	Bushes	Women	Women
Animals	which of these stories and books have a fox character involved in the storyline?	Pippi Longstocking	The Adventures of Pinocchio	The Little Match Girl	Thumbelina	The Adventures of Pinocchio
Animals	What eminent musician released his album The Fox in 1981?	Tom Johnes	Elton John	Barry White	Julio Iglesias	Elton John
Animals	Chipmunks are small squirrel-like rodents belonging to the genus Tamias. What does the Greek word tamias mean?	Storer	Nibbler	Squirrel	Stripes	Storer
Animals	What would some species of  porcupine consume in order to supply calcium ans salts?	Nails	All of these	Tiny rocks	Bones	Bones
Animals	What defense tactic does the chinchilla use in order to escape from its predators, which include birds of prey, skunks, felines, snakes and canines?	Playing dead	Squeaking	Scratching	Spraying urine	Spraying urine
Animals	What rodent, closely related to the chinchilla and guinea pig, is also known as the Brush-Tailed Rat and is native to Chile?	Gerbil	Degu	White-tailed Antelope Squirrel	Prairie dog	Degu
